name,address1,cate_gories
JUICE by fish thymewine bar,3979 Main St,Wine Bars
Bazati,550 Somerset Ter NE,"French, Mexican"
Grace 1720,5155 Peachtree Pkwy,"Bars, Venues & Event Spaces, American (Traditional)"
Mezza Luna,1669 Spring Rd SE,"Italian, Wine Bars, Seafood"
Kaiser's Chophouse,5975 Roswell Rd,"American (Traditional), Cocktail Bars"
Cremalosa,2657 East College Ave,"Gelato, Ice Cream & Frozen Yogurt, Wine Bars"
Osteria Mattone,1095 Canton St,"Italian, Wine Bars, Breakfast & Brunch"
Corks And Cuvee,923 Center St NE,Wine Tasting Room
Ziba's Bistro,560 Blvd SE,"Tapas/Small Plates, Sandwiches, Beer, Wine & Spirits"
Bernie's,2825 S Main St,"Bars, American (Traditional), Chicken Wings"
Catch 12,400 W Peachtree St,"Steakhouses, Sushi Bars, Bars"
Savi Provisions: Roswell Road,3861 Roswell Rd NE,"Grocery, Beer, Wine & Spirits"
Park 75 Lounge and Terrace,75 14th St NE,"Lounges, Desserts, Wine Bars"
Allora,361 17th St NW,"Cocktail Bars, Italian, Southern"
Novo Cucina,5592 Chamblee Dunwoody Rd,"Pizza, Italian, Bars"
Quanto Basta Italian Bistro,2950 Buford Hwy,"Italian, Wine Bars, Pizza"
Sear,265 Peachtree Center Ave,"Seafood, Steakhouses, Wine Bars"
Blu Point Seafood Co,123 W Beverley St,Seafood
Mustard Seed,6000 N Terminal Pkwy,"Barbeque, Southern, Bars"
Dominick's of Historic Norcross ,95 South Peachtree St,"Italian, Wine Bars, Seafood"
Rushing Trading Company,5029 W Broad St,"Coffee & Tea, Cocktail Bars, Breakfast & Brunch"
Mezza Luna Pasta and Seafood - Marietta,2100 Roswell Rd,"Italian, Seafood, Wine Bars"
Le Bistro,953 Canton St,"French, Sandwiches, Desserts"
Sorella Vicina,35 Milton Ave,"Italian, Wine Bars"
Carroll Street Café,208 Carroll St SE,"Bars, Breakfast & Brunch, American (New)"
Forno Vero,68 N Marietta Pkwy NW,"Pizza, Bars, Salad"
Fusco's Via Roma,4815 S Main St,"Italian, Beer, Wine & Spirits"
Vg bistro + bar,70 W Crossville Rd,"French, Cocktail Bars, Mediterranean"
A-Bar,8500 N Terminal Rd,Wine Bars
La Belle Vie,1500 Peachtree Industrial Blvd,"French, Breakfast & Brunch, American (New)"
Frankie's The Steakhouse,6500 Sugarloaf Pkwy,"Steakhouses, Salad, Wine Bars"
Firebirds Wood Fired Grill,5215 Town Ctr Blvd,"Steakhouses, Seafood, Wine Bars"
Made kitchen & Cocktails,45 B Roswell St,"Spanish, Tapas Bars"
Citizen Soul,60 S Main St,"American (Traditional), Bars"
Roma Italiano Ristorante,3455 Peachtree Industrial Blvd,"Italian, Wine Bars, Seafood"
Living Social Wine Festival,351 Peachtree Hills Ave NE,Wine Bars
New York Butcher Shoppe & Wine Bar,12635 Crabapple Rd 120,"Beer, Wine & Spirits, Butcher, Meat Shops"
Fogon And Lions,10 Roswell St,"Tacos, Cocktail Bars"
MTH Pizza,1675 Cumberland Pkwy,"Pizza, Wine Bars, Beer Bar"
Varuni Napoli - Krog,99 Krog St NE,"Pizza, Wine Bars, Sandwiches"
L'Thai Organic Cuisine & Wine Bar - Smyrna,4500 W Village Pl SE,"Thai, Gluten-Free, Wine Bars"
Tuk Tuk Thai Food Loft,1745 Peachtree St NE,"Thai, Tapas Bars"
Dillons Restaurant & Sports Bar,850 Dogwood Rd,"Sports Bars, American (Traditional)"
South Main Kitchen,9 S Main St,"American (New), Bars"
Ralph’s Zucca Pizza,4290 Bells Ferry Rd,"Pizza, Italian, Wine Bars"
"Tower Beer, Wine & Spirits",5877 Buford Hwy NE,"Beer, Wine & Spirits"
Lil Bites,3079 Hidden Forest Ct,"American (New), Empanadas, Bars"
